Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"TFX","TELEFLEX INC","Health Care","Equity","102,559,633.47","0.02","102,559,633.47","484,023.00","211.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","101,663,495.57","0.02","101,663,495.57","2,362,619.00","43.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","100,001,754.65","0.02","100,001,754.65","3,913,963.00","25.55","United States","NASDAQ","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","100,003,050.90","0.02","100,003,050.90","1,692,099.00","59.10","United States","NASDAQ","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","97,903,454.25","0.02","97,903,454.25","495,087.00","197.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","97,534,546.34","0.02","97,534,546.34","1,338,106.00","72.89","United States","NASDAQ","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","97,051,944.99","0.02","97,051,944.99","881,409.00","110.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","95,967,718.00","0.02","95,967,718.00","1,432,354.00","67.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","95,773,040.88","0.02","95,773,040.88","1,862,564.00","51.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","94,503,469.68","0.02","94,503,469.68","2,802,594.00","33.72","United States","NASDAQ","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","94,036,348.98","0.02","94,036,348.98","2,221,506.00","42.33","United States","NASDAQ","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","93,192,998.61","0.02","93,192,998.61","6,738,467.00","13.83","United States","NASDAQ","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","93,123,371.04","0.02","93,123,371.04","519,256.00","179.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXP","BOSTON PROPERTIES REIT INC","Real Estate","Equity","91,437,489.50","0.02","91,437,489.50","1,488,725.00","61.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","89,139,092.51","0.02","89,139,092.51","2,026,349.00","43.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","87,791,284.92","0.02","87,791,284.92","390,548.00","224.79","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","86,102,661.12","0.02","86,102,661.12","1,201,209.00","71.68","United States","NASDAQ","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","85,372,647.36","0.02","85,372,647.36","1,169,168.00","73.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","84,088,228.80","0.02","84,088,228.80","3,091,479.00","27.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","83,101,838.82","0.02","83,101,838.82","632,723.00","131.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","82,596,062.64","0.02","82,596,062.64","4,386,408.00","18.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","81,487,477.94","0.02","81,487,477.94","2,366,758.00","34.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","80,947,325.36","0.02","80,947,325.36","1,234,706.00","65.56","United States","NASDAQ","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","80,883,785.67","0.02","80,883,785.67","1,072,587.00","75.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","76,741,166.88","0.02","76,741,166.88","2,464,392.00","31.14","United States","NASDAQ","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","76,628,451.60","0.02","76,628,451.60","4,635,720.00","16.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","76,004,383.61","0.02","76,004,383.61","1,283,641.00","59.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","75,109,196.10","0.02","75,109,196.10","756,006.00","99.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","74,965,500.25","0.02","74,965,500.25","1,342,265.00","55.85","United States","NASDAQ","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","73,677,034.45","0.02","73,677,034.45","554,171.00","132.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMA","COMERICA INC","Financials","Equity","71,752,281.00","0.02","71,752,281.00","1,359,975.00","52.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","69,512,401.26","0.02","69,512,401.26","215,322.00","322.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","68,801,018.24","0.02","68,801,018.24","402,016.00","171.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","66,591,711.62","0.01","66,591,711.62","545,342.00","122.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PARA","PARAMOUNT GLOBAL CLASS B","Communication","Equity","61,379,952.37","0.01","61,379,952.37","4,962,001.00","12.37","United States","NASDAQ","USD","1.00","USD","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash and/or Derivatives","Cash Collateral and Margins","54,238,000.00","0.01","54,238,000.00","54,238,000.00","100.00","United States","-","USD","1.00","USD","Oct 01, 2015"
"FOX","FOX CORP CLASS B","Communication","Equity","38,534,194.86","0.01","38,534,194.86","1,355,883.00","28.42","United States","NASDAQ","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","31,144,940.26","0.01","31,144,940.26","1,180,627.00","26.38","United States","NASDAQ","USD","1.00","USD","-"
"ESM4","S&P500 EMINI JUN 24","Cash and/or Derivatives","Futures","0.00","0.00","1,238,504,675.00","4,766.00","5,197.25","-","Index And Options Market","USD","1.00","USD","-"
